,instance,candName,targName,conf,realConf,pair
10,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,previous_page,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->previous_page
11,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,trans_type_id,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->trans_type_id
12,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,msg,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->msg
13,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,pm_trans_id,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->pm_trans_id
14,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,1 Year (12 issues) for $14.97 ? save 75%*,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->1 Year (12 issues) for $14.97 ? save 75%*
15,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,country_code,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->country_code
16,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,First name,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->First name
17,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,Last name,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->Last name
18,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,Email,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->Email
19,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,Street Address,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->Street Address
20,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,Apt Suite,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->Apt Suite
21,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,City,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->City
22,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,Zip,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->Zip
23,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,,0.0,0.0,
24,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,,0.0,0.0,
25,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,,0.0,0.0,
26,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,,0.0,0.0,
27,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,Credit Card Number,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->Credit Card Number
28,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,StreetAdrB,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->StreetAdrB
29,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,SuppAdrB,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->SuppAdrB
30,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,CityB,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->CityB
31,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,StateB,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->StateB
32,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,PostalCodeB,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->PostalCodeB
33,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,country_codeB,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->country_codeB
34,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,State,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->State
35,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,Expiration Date,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->Expiration Date
36,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,Expiration Date,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->Expiration Date
37,"1, Match",https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15,Expiration Date,0.0,0.0,https://subs.timeinc.net/TD/tdmgm_hardoffer0406.jhtml?experience_id=130439&source_id=15<->Expiration Date
38,"1, Match",order,https://store.primediamags.com/subscribe/surfermag/210/I6ABON,0.0,0.0,order<->https://store.primediamags.com/subscribe/surfermag/210/I6ABON
39,"1, Match",order,offer_form,0.0,0.0,order<->offer_form
40,"1, Match",order,redir,0.0,0.0,order<->redir
41,"1, Match",order,showAdd,0.0,0.0,order<->showAdd
42,"1, Match",order,source_code,0.0,0.0,order<->source_code
43,"1, Match",order,offer_id,0.0,0.0,order<->offer_id
44,"1, Match",order,site_id,0.0,0.0,order<->site_id
45,"1, Match",order,intl,0.0,0.0,order<->intl
46,"1, Match",order,sweep_id,0.0,0.0,order<->sweep_id
47,"1, Match",order,fulfillment_house,0.0,0.0,order<->fulfillment_house
48,"1, Match",order,previous_page,0.0,0.0,order<->previous_page
49,"1, Match",order,trans_type_id,0.0,0.0,order<->trans_type_id
50,"1, Match",order,msg,0.0,0.0,order<->msg
51,"1, Match",order,pm_trans_id,0.0,0.0,order<->pm_trans_id
52,"1, Match",order,1 Year (12 issues) for $14.97 ? save 75%*,0.0,0.0,order<->1 Year (12 issues) for $14.97 ? save 75%*
53,"1, Match",order,country_code,0.0,0.0,order<->country_code
54,"1, Match",order,First name,0.0,0.0,order<->First name
55,"1, Match",order,Last name,0.0,0.0,order<->Last name
56,"1, Match",order,Email,0.0,0.0,order<->Email
57,"1, Match",order,Street Address,0.0,0.0,order<->Street Address
58,"1, Match",order,Apt Suite,0.0,0.0,order<->Apt Suite
59,"1, Match",order,City,0.0,0.0,order<->City
60,"1, Match",order,Zip,0.0,0.0,order<->Zip
61,"1, Match",order,,0.0,0.0,
62,"1, Match",order,,0.0,0.0,
63,"1, Match",order,,0.0,0.0,
64,"1, Match",order,,0.0,0.0,
65,"1, Match",order,Credit Card Number,0.0,0.0,order<->Credit Card Number
66,"1, Match",order,StreetAdrB,0.0,0.0,order<->StreetAdrB
67,"1, Match",order,SuppAdrB,0.0,0.0,order<->SuppAdrB
68,"1, Match",order,CityB,0.0,0.0,order<->CityB
69,"1, Match",order,StateB,0.0,0.0,order<->StateB
70,"1, Match",order,PostalCodeB,0.0,0.0,order<->PostalCodeB
71,"1, Match",order,country_codeB,0.0,0.0,order<->country_codeB
72,"1, Match",order,State,0.0,0.0,order<->State
73,"1, Match",order,Expiration Date,0.0,0.0,order<->Expiration Date
74,"1, Match",order,Expiration Date,0.0,0.0,order<->Expiration Date
75,"1, Match",order,Expiration Date,0.0,0.0,order<->Expiration Date
76,"1, Match",per_name,https://store.primediamags.com/subscribe/surfermag/210/I6ABON,0.0,0.0,per_name<->https://store.primediamags.com/subscribe/surfermag/210/I6ABON
77,"1, Match",per_name,offer_form,0.0,0.0,per_name<->offer_form
78,"1, Match",per_name,redir,0.0,0.0,per_name<->redir
79,"1, Match",per_name,showAdd,0.0,0.0,per_name<->showAdd
80,"1, Match",per_name,source_code,0.0,0.0,per_name<->source_code
81,"1, Match",per_name,offer_id,0.0,0.0,per_name<->offer_id
82,"1, Match",per_name,site_id,0.0,0.0,per_name<->site_id
83,"1, Match",per_name,intl,0.0,0.0,per_name<->intl
84,"1, Match",per_name,sweep_id,0.0,0.0,per_name<->sweep_id
85,"1, Match",per_name,fulfillment_house,0.0,0.0,per_name<->fulfillment_house
86,"1, Match",per_name,previous_page,0.0,0.0,per_name<->previous_page
87,"1, Match",per_name,trans_type_id,0.0,0.0,per_name<->trans_type_id
88,"1, Match",per_name,msg,0.0,0.0,per_name<->msg
89,"1, Match",per_name,pm_trans_id,0.0,0.0,per_name<->pm_trans_id
90,"1, Match",per_name,1 Year (12 issues) for $14.97 ? save 75%*,0.0,0.0,per_name<->1 Year (12 issues) for $14.97 ? save 75%*
91,"1, Match",per_name,country_code,0.0,0.0,per_name<->country_code
92,"1, Match",per_name,First name,0.0,0.0,per_name<->First name
93,"1, Match",per_name,Last name,0.0,0.0,per_name<->Last name
94,"1, Match",per_name,Email,0.0,0.0,per_name<->Email
95,"1, Match",per_name,Street Address,0.0,0.0,per_name<->Street Address
96,"1, Match",per_name,Apt Suite,0.0,0.0,per_name<->Apt Suite
97,"1, Match",per_name,City,0.0,0.0,per_name<->City
98,"1, Match",per_name,Zip,0.0,0.0,per_name<->Zip
99,"1, Match",per_name,,0.0,0.0,
100,"1, Match",per_name,,0.0,0.0,
101,"1, Match",per_name,,0.0,0.0,
102,"1, Match",per_name,,0.0,0.0,
103,"1, Match",per_name,Credit Card Number,0.0,0.0,per_name<->Credit Card Number
104,"1, Match",per_name,StreetAdrB,0.0,0.0,per_name<->StreetAdrB
105,"1, Match",per_name,SuppAdrB,0.0,0.0,per_name<->SuppAdrB
106,"1, Match",per_name,CityB,0.0,0.0,per_name<->CityB
107,"1, Match",per_name,StateB,0.0,0.0,per_name<->StateB
108,"1, Match",per_name,PostalCodeB,0.0,0.0,per_name<->PostalCodeB
109,"1, Match",per_name,country_codeB,0.0,0.0,per_name<->country_codeB
110,"1, Match",per_name,State,0.0,0.0,per_name<->State
111,"1, Match",per_name,Expiration Date,0.0,0.0,per_name<->Expiration Date
112,"1, Match",per_name,Expiration Date,0.0,0.0,per_name<->Expiration Date
113,"1, Match",per_name,Expiration Date,0.0,0.0,per_name<->Expiration Date
114,"1, Match",delayLiveFulfillment,https://store.primediamags.com/subscribe/surfermag/210/I6ABON,0.0,0.0,delayLiveFulfillment<->https://store.primediamags.com/subscribe/surfermag/210/I6ABON
115,"1, Match",delayLiveFulfillment,offer_form,0.0,0.0,delayLiveFulfillment<->offer_form
116,"1, Match",delayLiveFulfillment,redir,0.0,0.0,delayLiveFulfillment<->redir
117,"1, Match",delayLiveFulfillment,showAdd,0.0,0.0,delayLiveFulfillment<->showAdd
118,"1, Match",delayLiveFulfillment,source_code,0.0,0.0,delayLiveFulfillment<->source_code
119,"1, Match",delayLiveFulfillment,offer_id,0.0,0.0,delayLiveFulfillment<->offer_id
120,"1, Match",delayLiveFulfillment,site_id,0.0,0.0,delayLiveFulfillment<->site_id
121,"1, Match",delayLiveFulfillment,intl,0.0,0.0,delayLiveFulfillment<->intl
122,"1, Match",delayLiveFulfillment,sweep_id,0.0,0.0,delayLiveFulfillment<->sweep_id
123,"1, Match",delayLiveFulfillment,fulfillment_house,0.0,0.0,delayLiveFulfillment<->fulfillment_house
124,"1, Match",delayLiveFulfillment,previous_page,0.0,0.0,delayLiveFulfillment<->previous_page
125,"1, Match",delayLiveFulfillment,trans_type_id,0.0,0.0,delayLiveFulfillment<->trans_type_id
126,"1, Match",delayLiveFulfillment,msg,0.0,0.0,delayLiveFulfillment<->msg
127,"1, Match",delayLiveFulfillment,pm_trans_id,0.0,0.0,delayLiveFulfillment<->pm_trans_id
128,"1, Match",delayLiveFulfillment,1 Year (12 issues) for $14.97 ? save 75%*,0.0,0.0,delayLiveFulfillment<->1 Year (12 issues) for $14.97 ? save 75%*
129,"1, Match",delayLiveFulfillment,country_code,0.0,0.0,delayLiveFulfillment<->country_code
130,"1, Match",delayLiveFulfillment,First name,0.0,0.0,delayLiveFulfillment<->First name
131,"1, Match",delayLiveFulfillment,Last name,0.0,0.0,delayLiveFulfillment<->Last name
132,"1, Match",delayLiveFulfillment,Email,0.0,0.0,delayLiveFulfillment<->Email
133,"1, Match",delayLiveFulfillment,Street Address,0.0,0.0,delayLiveFulfillment<->Street Address
134,"1, Match",delayLiveFulfillment,Apt Suite,0.0,0.0,delayLiveFulfillment<->Apt Suite
135,"1, Match",delayLiveFulfillment,City,0.0,0.0,delayLiveFulfillment<->City
136,"1, Match",delayLiveFulfillment,Zip,0.0,0.0,delayLiveFulfillment<->Zip
137,"1, Match",delayLiveFulfillment,,0.0,0.0,
138,"1, Match",delayLiveFulfillment,,0.0,0.0,
139,"1, Match",delayLiveFulfillment,,0.0,0.0,
140,"1, Match",delayLiveFulfillment,,0.0,0.0,
141,"1, Match",delayLiveFulfillment,Credit Card Number,0.0,0.0,delayLiveFulfillment<->Credit Card Number
142,"1, Match",delayLiveFulfillment,StreetAdrB,0.0,0.0,delayLiveFulfillment<->StreetAdrB
143,"1, Match",delayLiveFulfillment,SuppAdrB,0.0,0.0,delayLiveFulfillment<->SuppAdrB
144,"1, Match",delayLiveFulfillment,CityB,0.0,0.0,delayLiveFulfillment<->CityB
145,"1, Match",delayLiveFulfillment,StateB,0.0,0.0,delayLiveFulfillment<->StateB
146,"1, Match",delayLiveFulfillment,PostalCodeB,0.0,0.0,delayLiveFulfillment<->PostalCodeB
147,"1, Match",delayLiveFulfillment,country_codeB,0.0,0.0,delayLiveFulfillment<->country_codeB
148,"1, Match",delayLiveFulfillment,State,0.0,0.0,delayLiveFulfillment<->State
149,"1, Match",delayLiveFulfillment,Expiration Date,0.0,0.0,delayLiveFulfillment<->Expiration Date
150,"1, Match",delayLiveFulfillment,Expiration Date,0.0,0.0,delayLiveFulfillment<->Expiration Date
151,"1, Match",delayLiveFulfillment,Expiration Date,0.0,0.0,delayLiveFulfillment<->Expiration Date
152,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,https://store.primediamags.com/subscribe/surfermag/210/I6ABON,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->https://store.primediamags.com/subscribe/surfermag/210/I6ABON
153,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,offer_form,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->offer_form
154,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,redir,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->redir
155,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,showAdd,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->showAdd
156,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,source_code,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->source_code
157,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,offer_id,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->offer_id
158,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,site_id,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->site_id
159,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,intl,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->intl
160,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,sweep_id,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->sweep_id
161,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,fulfillment_house,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->fulfillment_house
162,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,previous_page,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->previous_page
163,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,trans_type_id,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->trans_type_id
164,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,msg,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->msg
165,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,pm_trans_id,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->pm_trans_id
166,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,1 Year (12 issues) for $14.97 ? save 75%*,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->1 Year (12 issues) for $14.97 ? save 75%*
167,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,country_code,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->country_code
168,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,First name,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->First name
169,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,Last name,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->Last name
170,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,Email,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->Email
171,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,Street Address,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->Street Address
172,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,Apt Suite,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->Apt Suite
173,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,City,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->City
174,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,Zip,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->Zip
175,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,,0.0,0.0,
176,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,,0.0,0.0,
177,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,,0.0,0.0,
178,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,,0.0,0.0,
179,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,Credit Card Number,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->Credit Card Number
180,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,StreetAdrB,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->StreetAdrB
181,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,SuppAdrB,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->SuppAdrB
182,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,CityB,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->CityB
183,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,StateB,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->StateB
184,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,PostalCodeB,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->PostalCodeB
185,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,country_codeB,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->country_codeB
186,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,State,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->State
187,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,Expiration Date,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->Expiration Date
188,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,Expiration Date,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->Expiration Date
189,"1, Match",/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,Expiration Date,0.0,0.0,/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->Expiration Date
190,"1, Match",_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,https://store.primediamags.com/subscribe/surfermag/210/I6ABON,0.0,0.0,_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->https://store.primediamags.com/subscribe/surfermag/210/I6ABON
191,"1, Match",_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,offer_form,0.0,0.0,_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->offer_form
192,"1, Match",_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,redir,0.0,0.0,_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->redir
193,"1, Match",_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,showAdd,0.0,0.0,_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->showAdd
194,"1, Match",_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,source_code,0.0,0.0,_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->source_code
195,"1, Match",_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,offer_id,0.0,0.0,_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->offer_id
196,"1, Match",_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,site_id,0.0,0.0,_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->site_id
197,"1, Match",_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,intl,0.0,0.0,_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->intl
198,"1, Match",_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption,sweep_id,0.0,0.0,_D:/net/timeinc/subs/user/controller/handler/ValetOrderDetailGenerator.EKOption<->sweep_id
