File;Matcher;Precision;Recall;F1;NUI;PME;HSR;;;;;;;
assays_both_0_1_ac3_av_.csv;ComaInstAdjusted;0;0;0,00000000;144;1;0;;SmatResult;0,621496606;0,713987862;0,600497582;0,240192917;0,759807083
assays_both_0_1_ac3_av_.csv;ComaOptResult;0;0;0,00000000;137,5;0,954861111;0,045138889;;;;;;;
assays_both_0_1_ac3_av_.csv;ComaOptAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac3_av_.csv;CupidResult;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac3_av_.csv;CupidAdjusted;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac3_av_.csv;DistributionBasedResult;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac3_av_.csv;DistributionBasedAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac3_av_.csv;JaccardLevenMatcherResult;1;0,009090909;0,01801802;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac3_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac3_av_.csv;SimilarityFloodingResult;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac3_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac3_av_.csv;SmatResult;1;1;1,00000000;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac4_ev_.csv;ComaInstResult;0;0;0,00000000;137,5;0,954861111;0,045138889;;;;;;;
assays_both_0_1_ac4_ev_.csv;ComaInstAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac4_ev_.csv;ComaOptResult;0;0;0,00000000;137,5;0,954861111;0,045138889;;;;;;;
assays_both_0_1_ac4_ev_.csv;ComaOptAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac4_ev_.csv;CupidResult;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac4_ev_.csv;CupidAdjusted;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac4_ev_.csv;DistributionBasedResult;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac4_ev_.csv;DistributionBasedAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac4_ev_.csv;JaccardLevenMatcherResult;1;0,009090909;0,01801802;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac4_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac4_ev_.csv;SimilarityFloodingResult;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac4_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac4_ev_.csv;SmatResult;1;1;1,00000000;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac5_av_.csv;ComaInstResult;0;0;0,00000000;137,5;0,954861111;0,045138889;;;;;;;
assays_both_0_1_ac5_av_.csv;ComaInstAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac5_av_.csv;ComaOptResult;0;0;0,00000000;137,5;0,954861111;0,045138889;;;;;;;
assays_both_0_1_ac5_av_.csv;ComaOptAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac5_av_.csv;CupidResult;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac5_av_.csv;CupidAdjusted;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac5_av_.csv;DistributionBasedResult;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac5_av_.csv;DistributionBasedAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac5_av_.csv;JaccardLevenMatcherResult;1;0,009090909;0,01801802;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac5_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac5_av_.csv;SimilarityFloodingResult;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac5_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac5_av_.csv;SmatResult;1;1;1,00000000;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac5_ev_.csv;ComaInstResult;0;0;0,00000000;137,5;0,954861111;0,045138889;;;;;;;
assays_both_0_1_ac5_ev_.csv;ComaInstAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac5_ev_.csv;ComaOptResult;0;0;0,00000000;137,5;0,954861111;0,045138889;;;;;;;
assays_both_0_1_ac5_ev_.csv;ComaOptAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac5_ev_.csv;CupidResult;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac5_ev_.csv;CupidAdjusted;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac5_ev_.csv;DistributionBasedResult;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac5_ev_.csv;DistributionBasedAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac5_ev_.csv;JaccardLevenMatcherResult;1;0,009090909;0,01801802;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac5_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac5_ev_.csv;SimilarityFloodingResult;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ac5_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ac5_ev_.csv;SmatResult;1;1;1,00000000;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_av_.csv;ComaInstResult;1;0,5;0,66666667;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_av_.csv;ComaInstAdjusted;1;1;1,00000000;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_av_.csv;ComaOptResult;1;0,5;0,66666667;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_av_.csv;ComaOptAdjusted;1;1;1,00000000;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_av_.csv;CupidResult;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_av_.csv;CupidAdjusted;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_av_.csv;DistributionBasedResult;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ec_av_.csv;DistributionBasedAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ec_av_.csv;JaccardLevenMatcherResult;1;0,009090909;0,01801802;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ec_av_.csv;SimilarityFloodingResult;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ec_av_.csv;SmatResult;1;1;1,00000000;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_ev_.csv;ComaInstResult;1;0,5;0,66666667;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_ev_.csv;ComaInstAdjusted;1;1;1,00000000;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_ev_.csv;ComaOptResult;1;0,5;0,66666667;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_ev_.csv;ComaOptAdjusted;1;1;1,00000000;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_ev_.csv;CupidResult;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_ev_.csv;CupidAdjusted;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_ev_.csv;DistributionBasedResult;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ec_ev_.csv;DistributionBasedAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ec_ev_.csv;JaccardLevenMatcherResult;1;0,009090909;0,01801802;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ec_ev_.csv;SimilarityFloodingResult;1;0,006944444;0,01379310;56;0,388888889;0,611111111;;;;;;;
assays_both_0_1_ec_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;144;1;0;;;;;;;
assays_both_0_1_ec_ev_.csv;SmatResult;1;1;1,00000000;56;0,388888889;0,611111111;;;;;;;
assays_both_0_30_ac1_av_.csv;ComaInstResult;0,833333333;0,833333333;0,83333333;90;0,428571429;0,571428571;;;;;;;
assays_both_0_30_ac1_av_.csv;ComaInstAdjusted;0,5;1;0,66666667;117;0,557142857;0,442857143;;;;;;;
assays_both_0_30_ac1_av_.csv;ComaOptResult;0,833333333;1;0,90909091;90;0,428571429;0,571428571;;;;;;;
assays_both_0_30_ac1_av_.csv;ComaOptAdjusted;0,833333333;1;0,90909091;90;0,428571429;0,571428571;;;;;;;
assays_both_0_30_ac1_av_.csv;CupidResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac1_av_.csv;CupidAdjusted;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac1_av_.csv;DistributionBasedResult;0,166666667;0,5;0,25000000;148;0,704761905;0,295238095;;;;;;;
assays_both_0_30_ac1_av_.csv;DistributionBasedAdjusted;0,166666667;1;0,28571429;148;0,704761905;0,295238095;;;;;;;
assays_both_0_30_ac1_av_.csv;JaccardLevenMatcherResult;0,666666667;0,027777778;0,05333333;103;0,49047619;0,50952381;;;;;;;
assays_both_0_30_ac1_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;165;0,785714286;0,214285714;;;;;;;
assays_both_0_30_ac1_av_.csv;SimilarityFloodingResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac1_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac1_av_.csv;SmatResult;1;1;1,00000000;42;0,2;0,8;;;;;;;
assays_both_0_30_ac1_ev_.csv;ComaInstResult;1;1;1,00000000;42;0,2;0,8;;;;;;;
assays_both_0_30_ac1_ev_.csv;ComaInstAdjusted;0,666666667;1;0,80000000;103;0,49047619;0,50952381;;;;;;;
assays_both_0_30_ac1_ev_.csv;ComaOptResult;0,833333333;1;0,90909091;90;0,428571429;0,571428571;;;;;;;
assays_both_0_30_ac1_ev_.csv;ComaOptAdjusted;0,833333333;1;0,90909091;90;0,428571429;0,571428571;;;;;;;
assays_both_0_30_ac1_ev_.csv;CupidResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac1_ev_.csv;CupidAdjusted;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac1_ev_.csv;DistributionBasedResult;0,666666667;0,8;0,72727273;103;0,49047619;0,50952381;;;;;;;
assays_both_0_30_ac1_ev_.csv;DistributionBasedAdjusted;0,333333333;0,666666667;0,44444444;132;0,628571429;0,371428571;;;;;;;
assays_both_0_30_ac1_ev_.csv;JaccardLevenMatcherResult;0,833333333;0,032051282;0,06172840;90;0,428571429;0,571428571;;;;;;;
assays_both_0_30_ac1_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;165;0,785714286;0,214285714;;;;;;;
assays_both_0_30_ac1_ev_.csv;SimilarityFloodingResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac1_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac1_ev_.csv;SmatResult;1;1;1,00000000;42;0,2;0,8;;;;;;;
assays_both_0_30_ac2_av_.csv;ComaInstResult;0,666666667;0,8;0,72727273;103;0,49047619;0,50952381;;;;;;;
assays_both_0_30_ac2_av_.csv;ComaInstAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac2_av_.csv;ComaOptResult;0,666666667;0,8;0,72727273;103;0,49047619;0,50952381;;;;;;;
assays_both_0_30_ac2_av_.csv;ComaOptAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac2_av_.csv;CupidResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac2_av_.csv;CupidAdjusted;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac2_av_.csv;DistributionBasedResult;0,166666667;0,142857143;0,15384615;148;0,704761905;0,295238095;;;;;;;
assays_both_0_30_ac2_av_.csv;DistributionBasedAdjusted;0;0;0,00000000;165;0,785714286;0,214285714;;;;;;;
assays_both_0_30_ac2_av_.csv;JaccardLevenMatcherResult;1;0,035502959;0,06857143;42;0,2;0,8;;;;;;;
assays_both_0_30_ac2_av_.csv;JaccardLevenMatcherAdjusted;0,166666667;0,333333333;0,22222222;148;0,704761905;0,295238095;;;;;;;
assays_both_0_30_ac2_av_.csv;SimilarityFloodingResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac2_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac2_av_.csv;SmatResult;1;1;1,00000000;42;0,2;0,8;;;;;;;
assays_both_0_30_ac3_av_.csv;ComaInstResult;0,5;0,6;0,54545455;117;0,557142857;0,442857143;;;;;;;
assays_both_0_30_ac3_av_.csv;ComaInstAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac3_av_.csv;ComaOptResult;0,5;0,6;0,54545455;117;0,557142857;0,442857143;;;;;;;
assays_both_0_30_ac3_av_.csv;ComaOptAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac3_av_.csv;CupidResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac3_av_.csv;CupidAdjusted;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac3_av_.csv;DistributionBasedResult;0,166666667;0,333333333;0,22222222;148;0,704761905;0,295238095;;;;;;;
assays_both_0_30_ac3_av_.csv;DistributionBasedAdjusted;0,166666667;0,5;0,25000000;148;0,704761905;0,295238095;;;;;;;
assays_both_0_30_ac3_av_.csv;JaccardLevenMatcherResult;0,666666667;0,027777778;0,05333333;103;0,49047619;0,50952381;;;;;;;
assays_both_0_30_ac3_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;165;0,785714286;0,214285714;;;;;;;
assays_both_0_30_ac3_av_.csv;SimilarityFloodingResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac3_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac3_av_.csv;SmatResult;1;1;1,00000000;42;0,2;0,8;;;;;;;
assays_both_0_30_ac3_ev_.csv;ComaInstResult;0,666666667;0,666666667;0,66666667;103;0,49047619;0,50952381;;;;;;;
assays_both_0_30_ac3_ev_.csv;ComaInstAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac3_ev_.csv;ComaOptResult;0,333333333;0,666666667;0,44444444;132;0,628571429;0,371428571;;;;;;;
assays_both_0_30_ac3_ev_.csv;ComaOptAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac3_ev_.csv;CupidResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac3_ev_.csv;CupidAdjusted;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac3_ev_.csv;DistributionBasedResult;0,666666667;0,363636364;0,47058824;103;0,49047619;0,50952381;;;;;;;
assays_both_0_30_ac3_ev_.csv;DistributionBasedAdjusted;0,5;0,3;0,37500000;117;0,557142857;0,442857143;;;;;;;
assays_both_0_30_ac3_ev_.csv;JaccardLevenMatcherResult;1;0,035502959;0,06857143;42;0,2;0,8;;;;;;;
assays_both_0_30_ac3_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;165;0,785714286;0,214285714;;;;;;;
assays_both_0_30_ac3_ev_.csv;SimilarityFloodingResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac3_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac3_ev_.csv;SmatResult;1;1;1,00000000;42;0,2;0,8;;;;;;;
assays_both_0_30_ac4_av_.csv;ComaInstResult;0;0;0,00000000;165;0,785714286;0,214285714;;;;;;;
assays_both_0_30_ac4_av_.csv;ComaInstAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac4_av_.csv;ComaOptResult;0;0;0,00000000;165;0,785714286;0,214285714;;;;;;;
assays_both_0_30_ac4_av_.csv;ComaOptAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac4_av_.csv;CupidResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac4_av_.csv;CupidAdjusted;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac4_av_.csv;DistributionBasedResult;0,166666667;0,5;0,25000000;148;0,704761905;0,295238095;;;;;;;
assays_both_0_30_ac4_av_.csv;DistributionBasedAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac4_av_.csv;JaccardLevenMatcherResult;0,833333333;0,032051282;0,06172840;90;0,428571429;0,571428571;;;;;;;
assays_both_0_30_ac4_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac4_av_.csv;SimilarityFloodingResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac4_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac4_av_.csv;SmatResult;1;1;1,00000000;42;0,2;0,8;;;;;;;
assays_both_0_30_ac5_av_.csv;ComaInstResult;0,166666667;0,5;0,25000000;148;0,704761905;0,295238095;;;;;;;
assays_both_0_30_ac5_av_.csv;ComaInstAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac5_av_.csv;ComaOptResult;0,166666667;0,5;0,25000000;148;0,704761905;0,295238095;;;;;;;
assays_both_0_30_ac5_av_.csv;ComaOptAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac5_av_.csv;CupidResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac5_av_.csv;CupidAdjusted;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac5_av_.csv;DistributionBasedResult;0,166666667;0,5;0,25000000;148;0,704761905;0,295238095;;;;;;;
assays_both_0_30_ac5_av_.csv;DistributionBasedAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac5_av_.csv;JaccardLevenMatcherResult;0,666666667;0,027972028;0,05369128;103;0,49047619;0,50952381;;;;;;;
assays_both_0_30_ac5_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac5_av_.csv;SimilarityFloodingResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac5_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac5_av_.csv;SmatResult;1;1;1,00000000;42;0,2;0,8;;;;;;;
assays_both_0_30_ac5_ev_.csv;ComaInstResult;0,666666667;0,8;0,72727273;103;0,49047619;0,50952381;;;;;;;
assays_both_0_30_ac5_ev_.csv;ComaInstAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac5_ev_.csv;ComaOptResult;0,166666667;0,5;0,25000000;148;0,704761905;0,295238095;;;;;;;
assays_both_0_30_ac5_ev_.csv;ComaOptAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac5_ev_.csv;CupidResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac5_ev_.csv;CupidAdjusted;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac5_ev_.csv;DistributionBasedResult;0,666666667;0,8;0,72727273;103;0,49047619;0,50952381;;;;;;;
assays_both_0_30_ac5_ev_.csv;DistributionBasedAdjusted;0,5;0,75;0,60000000;117;0,557142857;0,442857143;;;;;;;
assays_both_0_30_ac5_ev_.csv;JaccardLevenMatcherResult;1;0,035502959;0,06857143;42;0,2;0,8;;;;;;;
assays_both_0_30_ac5_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;165;0,785714286;0,214285714;;;;;;;
assays_both_0_30_ac5_ev_.csv;SimilarityFloodingResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ac5_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ac5_ev_.csv;SmatResult;1;1;1,00000000;42;0,2;0,8;;;;;;;
assays_both_0_30_ec_av_.csv;ComaInstResult;1;0,857142857;0,92307692;42;0,2;0,8;;;;;;;
assays_both_0_30_ec_av_.csv;ComaInstAdjusted;1;1;1,00000000;42;0,2;0,8;;;;;;;
assays_both_0_30_ec_av_.csv;ComaOptResult;1;0,857142857;0,92307692;42;0,2;0,8;;;;;;;
assays_both_0_30_ec_av_.csv;ComaOptAdjusted;1;0,857142857;0,92307692;42;0,2;0,8;;;;;;;
assays_both_0_30_ec_av_.csv;CupidResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ec_av_.csv;CupidAdjusted;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ec_av_.csv;DistributionBasedResult;0,166666667;0,5;0,25000000;148;0,704761905;0,295238095;;;;;;;
assays_both_0_30_ec_av_.csv;DistributionBasedAdjusted;0,166666667;1;0,28571429;148;0,704761905;0,295238095;;;;;;;
assays_both_0_30_ec_av_.csv;JaccardLevenMatcherResult;1;0,035502959;0,06857143;42;0,2;0,8;;;;;;;
assays_both_0_30_ec_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ec_av_.csv;SimilarityFloodingResult;1;0,028571429;0,05555556;42;0,2;0,8;;;;;;;
assays_both_0_30_ec_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;210;1;0;;;;;;;
assays_both_0_30_ec_av_.csv;SmatResult;1;1;1,00000000;42;0,2;0,8;;;;;;;
assays_both_0_50_ac1_av_.csv;ComaInstResult;0,909090909;0,909090909;0,90909091;55;0,190311419;0,809688581;;;;;;;
assays_both_0_50_ac1_av_.csv;ComaInstAdjusted;0,636363636;1;0,77777778;85;0,294117647;0,705882353;;;;;;;
assays_both_0_50_ac1_av_.csv;ComaOptResult;0,818181818;0,9;0,85714286;64;0,221453287;0,778546713;;;;;;;
assays_both_0_50_ac1_av_.csv;ComaOptAdjusted;0,818181818;0,9;0,85714286;64;0,221453287;0,778546713;;;;;;;
assays_both_0_50_ac1_av_.csv;CupidResult;1;0,038062284;0,07333333;26;0,089965398;0,910034602;;;;;;;
assays_both_0_50_ac1_av_.csv;CupidAdjusted;1;0,038062284;0,07333333;26;0,089965398;0,910034602;;;;;;;
assays_both_0_50_ac1_av_.csv;DistributionBasedResult;0,272727273;0,214285714;0,24000000;139;0,480968858;0,519031142;;;;;;;
assays_both_0_50_ac1_av_.csv;DistributionBasedAdjusted;0,090909091;0,111111111;0,10000000;172;0,595155709;0,404844291;;;;;;;
assays_both_0_50_ac1_av_.csv;JaccardLevenMatcherResult;0,818181818;0,042857143;0,08144796;64;0,221453287;0,778546713;;;;;;;
assays_both_0_50_ac1_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;289;1;0;;;;;;;
assays_both_0_50_ac1_av_.csv;SimilarityFloodingResult;1;0,038062284;0,07333333;26;0,089965398;0,910034602;;;;;;;
assays_both_0_50_ac1_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;289;1;0;;;;;;;
assays_both_0_50_ac1_av_.csv;SmatResult;1;1;1,00000000;26;0,089965398;0,910034602;;;;;;;
assays_both_0_50_ac2_av_.csv;ComaInstResult;0,545454545;1;0,70588235;97;0,335640138;0,664359862;;;;;;;
assays_both_0_50_ac2_av_.csv;ComaInstAdjusted;0;0;0,00000000;289;1;0;;;;;;;
